restaurant_name,rating,total_ratings,address,place_id,opening_hours,review_author,review_rating,review_text,review_time,review_language,sentiment_compound,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_label
San Carlo - Birmingham,4.1,1657.0,"4 Temple St, Birmingham B2 5BN, UK",ChIJj9BEoY68cEgROLMAHbHCNVg,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Kiyia Atkinson,3.0,"So the food the bruchetta was almost inedible the bread being hard as a rock.

However the rigatoni alla norma was absolutely fabulous one of the best pasta dishes I have had in a long time and to follow the strawberry merguine cake which rains supreme over any cake I have ever had!

It's a shame that before my dining experience i was kept waiting at the door for 15-20mins while the host was laughing on the phone, it really set the tone for service not being checked on during the the meals or having water poured, this however picked up after my main!

Overall it is a nice reasturant with lovely food but the level of service i received was not worth the price especially when similar reasturant fumo is a short walk and offers a much higher quality and more attentive service!",2025-04-10 07:38:50,en,0.8509,0.036,0.863,0.1,Positive
San Carlo - Birmingham,4.1,1657.0,"4 Temple St, Birmingham B2 5BN, UK",ChIJj9BEoY68cEgROLMAHbHCNVg,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Jason Fung,5.0,"Not a particular fan of UK Italian restaurant as my overall experience of them are not very positive. Did book a table on Sunday night as San Carlo is one of the Birmingham signature restaurants. Didn’t expect much but I do think they did a great job. Food was delicious overall and in generous portions which is a bonus. Calamari was good, freshly fried and still crispy with some squid flavour instead of a rubber in most Italian restaurants. My frutti de mare was good, loads of seafood, probably the pasta is overcooked a bit to my taste. But I like the subtle spicy that bring the dish better. Reasonable service, can see some wear and tear from the decor. Price is reasonable considering the portion is big. Not a exceptional food but definitely a nice one.",2025-05-13 19:18:30,en,0.992,0.022,0.717,0.261,Positive
"The Old Joint Stock Pub & Theatre, Birmingham",4.4,4597.0,"4 Temple Row W, Birmingham B2 5NY, UK",ChIJtX9rIYy8cEgRqSOlmsDfv74,"[""Monday: 11:00 AM – 11:00 PM"", ""Tuesday: 11:00 AM – 11:00 PM"", ""Wednesday: 11:00 AM – 11:00 PM"", ""Thursday: 11:00 AM – 11:00 PM"", ""Friday: 11:00 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 12:00 – 6:00 PM""]",Dal,5.0,"Fantastic pub. Once you get past the grand aesthetic of both the exterior and interior, you get to a superb selection of beers and ales. I opted for a pint of Lavender Hill Pale Ale, followed by a half of Rebel IPA.

I was only visiting for a quick drink before heading to my lunch reservation elsewhere, but I want to come back and try out all of the different offerings. I may have to do it in half-pints!

Service is friendly and welcoming, if you get a seat by the large front windows in day time, there's a lovely view of the cathedral and it's grounds to take in.",2025-07-05 12:38:00,en,0.9668,0.011,0.798,0.19,Positive
"The Old Joint Stock Pub & Theatre, Birmingham",4.4,4597.0,"4 Temple Row W, Birmingham B2 5NY, UK",ChIJtX9rIYy8cEgRqSOlmsDfv74,"[""Monday: 11:00 AM – 11:00 PM"", ""Tuesday: 11:00 AM – 11:00 PM"", ""Wednesday: 11:00 AM – 11:00 PM"", ""Thursday: 11:00 AM – 11:00 PM"", ""Friday: 11:00 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 12:00 – 6:00 PM""]",Philip Richards,5.0,"After seeing The Old Joint Stock Pub & Theatre on social media we just had to visit.

As soon as you walk through the door, the decor and huge glass dome above takes your breath away. The decor is very opulent.

We dined on the upper floor.
The food was very well presented and the pie for two to share was super tasty.
One of us has dairy allergy and the staff were very attentive and pointed out various dishes which had certain dairy requirements.
I would give more stars if I could.
All round, our visit was perfect in every way.
A big thank you to all staff and I can guarantee that we will return 😀",2025-01-12 17:44:09,en,0.9589,0.0,0.831,0.169,Positive
"The Old Joint Stock Pub & Theatre, Birmingham",4.4,4597.0,"4 Temple Row W, Birmingham B2 5NY, UK",ChIJtX9rIYy8cEgRqSOlmsDfv74,"[""Monday: 11:00 AM – 11:00 PM"", ""Tuesday: 11:00 AM – 11:00 PM"", ""Wednesday: 11:00 AM – 11:00 PM"", ""Thursday: 11:00 AM – 11:00 PM"", ""Friday: 11:00 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 12:00 – 6:00 PM""]",emily,5.0,"Visited here with a group of friends to attend the ‘do you hear the people sing’ karaoke performance! We found this event of social media and it was a fabulous night! Totally recommend to keep an eye out on the events they have on! Venue was absoutely stunning, definitely a hidden gem",2025-06-21 23:48:37,en,0.9379,0.0,0.74,0.26,Positive
"The Old Joint Stock Pub & Theatre, Birmingham",4.4,4597.0,"4 Temple Row W, Birmingham B2 5NY, UK",ChIJtX9rIYy8cEgRqSOlmsDfv74,"[""Monday: 11:00 AM – 11:00 PM"", ""Tuesday: 11:00 AM – 11:00 PM"", ""Wednesday: 11:00 AM – 11:00 PM"", ""Thursday: 11:00 AM – 11:00 PM"", ""Friday: 11:00 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 12:00 – 6:00 PM""]",George H,5.0,"Probably the best Fuller’s pub I’ve been to. The selection on tap is mostly the same as you’d expect, but The Old Joint Stock Pub stands out for a few reasons: The bar staff were really friendly and welcoming, which is always a pleasant surprise for Londoners visiting other cities in the UK—and definitely appreciated. The food was also great.. Classic pub food done well and with an interesting twist - we had the macaroni bites, chicken and roast potatoes with marmite, plus a cub sandwich, washed down with Frontier and Guinness. The pies looked great too. Despite being a city centre pub, it had a relaxed vibe with excellent service bringing the food to the table, cutlery, etc. It’s clear they take service seriously. Another unique aspect of the pub is the theatre upstairs, which adds to the uniqueness. Even though it’s owned by a brewery chain, it has its own distinctive style. The decor is well thought out, with a lovely connection to its history, and there are no TVs or other elements that can ruin classic pub old interiors.The other customers were a mix of colleagues after work, dates, and small groups of people— all respectful. There was a nice buzz about the place, but it wasn’t hectic or frustrating to get served. We stayed for about an hour and a half and had a great time.",2025-01-17 18:43:53,en,0.9962,0.049,0.694,0.257,Positive
"The Old Joint Stock Pub & Theatre, Birmingham",4.4,4597.0,"4 Temple Row W, Birmingham B2 5NY, UK",ChIJtX9rIYy8cEgRqSOlmsDfv74,"[""Monday: 11:00 AM – 11:00 PM"", ""Tuesday: 11:00 AM – 11:00 PM"", ""Wednesday: 11:00 AM – 11:00 PM"", ""Thursday: 11:00 AM – 11:00 PM"", ""Friday: 11:00 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 12:00 – 6:00 PM""]",darkwing318,5.0,"Such an amazing decoration and interior, first time to visit this bar, we arrived late and only had half an hour for a drink and chat, but I was astonished by the beauty of the place, you should check their website site for their events.
Services were great and staff were very lovely.",2025-06-26 12:08:40,en,0.9758,0.0,0.674,0.326,Positive
Hotel du Vin Birmingham,4.3,1646.0,"25 Church St, Birmingham B3 2NR, UK",ChIJJw6Xf3S9cEgRly7fAu89Duk,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",J Hall,5.0,Twin room for me and my mate. Comfy beds. No noise disturbance. Good black out blinds. Clean bathroom. Great breakfast. Flexibility for late checkout at a very reasonable price. And a big thanks to Antonia at the front desk for being so friendly when we turned up. Really made us feel welcome and happy to be there. Huge recommendation.,2025-06-01 13:33:16,en,0.973,0.061,0.583,0.356,Positive
Hotel du Vin Birmingham,4.3,1646.0,"25 Church St, Birmingham B3 2NR, UK",ChIJJw6Xf3S9cEgRly7fAu89Duk,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",Funeral Blvck,5.0,"Stayed as I was in town for a party and wanted to see the changes in the city centre. Location is great you are central and have good bars and restaurants around you.

Service I have to say was great as I had the staff up the wall I didn't like the suite I booked when I got there but the staff let me pick the suite I wanted. Which was huge two room with an amazing bathroom. Shower could easily of held 8 people lovely freestanding bath. The bed was off the scale big (way bigger than a king-size) would of said two kings pushed together but it was one bedframe one mattress (yeas, I checked).

Had breakfast both mornings with was really nice and spoilt for choice.",2025-07-07 23:05:56,en,0.9843,0.011,0.761,0.228,Positive
Hotel du Vin Birmingham,4.3,1646.0,"25 Church St, Birmingham B3 2NR, UK",ChIJJw6Xf3S9cEgRly7fAu89Duk,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",J D,5.0,Took family for lunch here in the bistro. They are returning to stay the night soon during their trip to Birmingham as the rooms are spacious and well equipped. Food and beverages were of excellent quality at a very reasonable price. Service is friendly and welcoming throughout with a personal touch! Excellent selection of wines and staff are knowledgeable regarding pairings. Would recommend!,2025-04-30 10:44:32,en,0.9564,0.0,0.746,0.254,Positive
Hotel du Vin Birmingham,4.3,1646.0,"25 Church St, Birmingham B3 2NR, UK",ChIJJw6Xf3S9cEgRly7fAu89Duk,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",Eugene Kavanagh,5.0,"Another great hotel in Birmingham, such friendly staff, Becky, Antonia, Fleur and Iriua all so welcoming and helpful at Breakfast and when checking in.The SMWS Room was immaculately clean and chambermaids are  obviously professionally trained.
Overall I could not fault Hotel Du Vin, 10/10.
Value for money. Well done management and staff.

Have stayed 2 times in the last 4 weeks and really excellent standards of hospitality and professionalism maintained. Well done all, Omar and Gigi are also really professional such excellent hotel staff
👏👏👏👏👏",2025-07-12 22:44:13,en,0.9857,0.0,0.678,0.322,Positive
Hotel du Vin Birmingham,4.3,1646.0,"25 Church St, Birmingham B3 2NR, UK",ChIJJw6Xf3S9cEgRly7fAu89Duk,"[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",Sam Gillespie,4.0,"Awesome location for central Birmingham and meeting food was very good (I was there for work).

I know lifts break down, but we had specifically booked the hotel as we had a lot of filming equipment to load in, so not having the step free access did mean we lost a fair bit of time and had to lug everything up several sets of stairs to the ground floor (could be a really issue for people with reduced mobility/wheelchair users).

The room itself was super spacious, big high ceilings, enormous bathroom with amazing pressure, and super comfortable bed. It just took a while to find the room as they have names rather than numbers and I must have misheard the receptionist as was looking for something different! 😂 The decor/style felt a bit dark but that’s personal preference.

We moved a table in booked meeting room which revealed some dust/crumbs/pens so cleaning team may need to have a closer look, but otherwise everything else was tip top!

Meeting space was decent with high ceilings and big bright windows, right by a nice bright atrium for food, teas/coffees.

Friendly, welcoming staff.

Decent hotel really!",2025-03-18 11:15:08,en,0.9946,0.025,0.732,0.243,Positive
